Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
USE,USCF Energy Commodity Strategy Absolute Return Fund,Alternatives,"$2,518,500",-11.54%,526,$24.54,-2.73%,No,False,-14.97%,-9.21%,-12.06%,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Hedge Fund,2023-05-04,0.79%,,$10.72,2024-12-27,$10.72,42.58%,,,2.0,100.00%,40%,20%,1099,$25.20,$29.59,$24.46,$24.71,30.81,,C+,,,C+,,0.0,,,,,,Alternatives,Other
RYSE,Vest 10 Year Interest Rate Hedge ETF,Alternatives,"$1,702,390",-7.37%,526,$22.69,0.67%,No,False,-0.93%,-3.65%,-6.43%,,,"-$567,462.50","-$567,462.50","-$567,462.50","-$2,365,422.50","$2,370,250.00","$2,370,250.00",Hedge Fund,2023-02-02,0.88%,,$0.62,2025-03-31,$0.11,2.71%,,,2.0,100.00%,40%,20%,1099,$22.28,$24.32,$22.67,$22.70,40.93,B-,C+,,C+,A-,,5.86,50.00%,33.72%,0.0,0.00%,0.00%,Alternatives,Other
HYKE,Vest 2 Year Interest Rate Hedge ETF,Alternatives,"$1,204,360",-11.39%,169,$23.85,-1.61%,No,False,-4.97%,-7.48%,-16.29%,,,$0.00,$0.00,$0.00,"$726,132.50","$1,351,107.50","$1,351,107.50",Hedge Fund,2024-01-10,0.90%,,$0.41,2025-03-31,$0.11,1.72%,,,2.0,100.00%,40%,20%,1099,$23.92,$26.77,$23.85,$23.85,31.7,,C+,,,,,5.86,50.00%,33.72%,0.0,0.00%,0.00%,Alternatives,Other
VYLD,Inverse Vix Short-Term Futures ETN,,$0,,,$21.46,-5.63%,No,False,-13.56%,-14.58%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2025-03-19,0.85%,,$0.00,,,0.00%,,,,,40%,20%,1099,,,,,,,,,,,,0.0,,,,,,,Other
GLD,SPDR Gold Shares,Commodity,"$89,709,900,000",13.66%,"9,396,437",$275.20,0.54%,No,False,-4.30%,2.54%,27.12%,15.13%,12.02%,"$5,224,358,200.00","-$530,619,600.00","$2,982,533,600.00","$8,861,147,900.00","-$5,959,698,300.00","$465,702,600.00",Precious Metals,2004-11-18,0.40%,,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$270.27,$289.29,,,51.36,A+,B+,B,B+,B-,B-,0.0,,,,,,Commodity,Other
IAU,iShares Gold Trust,Commodity,"$41,412,700,000",13.73%,"7,331,063",$56.31,0.37%,No,False,-4.33%,2.55%,27.31%,15.34%,12.14%,"$3,291,210,500.00","$253,242,500.00","$739,693,000.00","$4,298,678,500.00","-$3,320,124,500.00","$3,966,812,000.00",Precious Metals,2005-01-21,0.25%,,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$55.29,$59.19,,,51.4,A,A,B+,B+,B-,C,0.0,,,,,,Commodity,Other
SLV,iShares Silver Trust,Commodity,"$13,588,100,000",3.08%,"22,192,304",$27.14,0.00%,No,False,-11.39%,-8.28%,6.85%,6.14%,14.17%,"-$385,341,500.00","$4,112,500.00","$424,567,000.00","$255,874,500.00","-$2,159,761,000.00","$1,089,138,000.00",Precious Metals,2006-04-21,0.50%,,$0.00,,,0.00%,0.0,0.59,1.0,100.00%,40%,28%,1099,$27.55,$32.53,,,34.9,A,B,C+,C,B-,C+,0.0,,,,,,Commodity,Other
GLDM,SPDR Gold MiniShares Trust,Commodity,"$12,728,700,000",13.69%,"3,487,440",$59.11,0.25%,No,False,-4.34%,2.53%,27.47%,15.47%,12.27%,"$2,042,309,000.00","-$153,929,800.00","$908,066,300.00","$2,600,432,800.00","$3,695,523,000.00","$6,706,136,500.00",Precious Metals,2018-06-25,0.10%,,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$58.06,$62.14,,,51.35,,A,,,B+,,0.0,,,,,,Commodity,Other
SGOL,abrdn Physical Gold Shares ETF,Commodity,"$4,585,460,000",13.73%,"5,288,272",$28.49,0.35%,No,False,-4.24%,2.63%,27.42%,15.40%,12.29%,"$243,691,900.00","-$68,009,300.00","$108,485,500.00","$476,986,700.00","$342,380,300.00","$1,291,016,000.00",Precious Metals,2009-09-09,0.17%,Charles Schwab,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$27.97,$29.94,,,51.53,A-,A+,B+,A-,C,B,0.0,,,,,,Commodity,Other
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,Commodity,"$4,502,770,000",-6.00%,"5,434,749",$12.21,-2.32%,No,False,-10.55%,-8.33%,-11.20%,-5.47%,13.91%,"$634,546,600.00","$44,069,900.00","$39,088,100.00","$158,707,800.00","-$1,155,534,550.00","$3,697,422,950.00",Commodities,2014-11-07,0.59%,,$0.57,2024-12-23,$0.58,4.71%,0.0,0.52,2.0,100.00%,40%,20%,1099,$12.62,$14.01,$12.04,$12.52,26.57,A+,B+,,,A,,0.0,,,,,,Commodity,Other
FTGC,First Trust Global Tactical Commodity Strategy Fund,Commodity,"$2,324,140,000",-2.98%,"573,394",$23.09,-1.58%,No,False,-9.84%,-6.98%,-2.72%,-1.49%,15.05%,"$167,652,950.00","$12,797,200.00","$15,343,600.00","$82,822,400.00","-$1,096,193,362.50","$2,388,970,111.00",Commodities,2013-10-22,1.02%,,$0.71,2025-03-27,$0.14,3.07%,0.0,0.45,11.0,95.66%,40%,20%,1099,$23.77,$26.23,$22.82,$23.57,27.07,A,C,,,B+,,0.0,,,,,,Commodity,Other
IAUM,iShares Gold Trust Micro ETF of Benef Interest,Commodity,"$2,119,720,000",13.68%,"1,856,771",$29.75,0.34%,No,False,-4.37%,2.48%,27.46%,15.50%,,"$541,410,750.00","$50,515,850.00","$257,116,950.00","$592,617,600.00","$252,726,800.00","$1,453,112,050.00",,2021-06-15,0.09%,,$0.00,,,0.00%,0.0,0.26,1.0,100.00%,40%,28%,1099,$29.23,$31.29,,,51.22,A,A,A,C+,C,,0.0,,,,,,Commodity,Other
SIVR,abrdn Physical Silver Shares ETF,Commodity,"$1,463,710,000",3.34%,"704,253",$28.49,-0.18%,No,False,-11.22%,-8.13%,7.15%,6.34%,14.35%,"-$25,438,750.00","$3,240,600.00","$13,084,200.00","$112,115,500.00","$42,409,150.00","$622,367,200.00",Precious Metals,2009-07-20,0.30%,Charles Schwab,$0.00,,,0.00%,0.0,0.58,1.0,100.00%,40%,28%,1099,$28.89,$34.10,,,35.55,A,A-,C+,C+,C,B-,0.0,,,,,,Commodity,Other
OUNZ,VanEck Merk Gold ETF,Commodity,"$1,452,950,000",13.75%,"1,101,903",$28.78,0.35%,No,False,-4.32%,2.57%,27.29%,15.31%,12.19%,"$97,412,101.86","$14,641,315.01","$17,607,384.59","-$28,419,100,073.07","-$28,337,081,063.25","-$27,941,293,342.37",Precious Metals,2014-05-16,0.25%,,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$28.25,$30.26,,,51.39,,B+,,,B+,,0.0,,,,,,Commodity,Other
BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,Commodity,"$1,335,520,000",-1.01%,"574,035",$19.55,-1.36%,No,False,-8.86%,-6.95%,-1.56%,-4.56%,11.48%,"$69,432,390.00","$619,300.00","$101,621,715.00","$386,947,344.66","$634,592,784.66","$1,282,876,369.66",Commodities,2017-03-30,0.26%,,$0.65,2024-12-19,$0.65,3.29%,0.0,0.44,23.0,60.23%,40%,20%,1099,$20.07,$21.99,$19.33,$19.93,28.13,A-,A,,,A-,,0.0,,,,,,Commodity,Other
AAAU,Goldman Sachs Physical Gold ETF,Commodity,"$1,281,630,000",13.71%,"1,742,663",$29.49,0.17%,No,False,-4.32%,2.54%,27.39%,15.40%,12.26%,"$246,761,740.00","$29,888,250.00","$71,783,100.00","$382,622,040.00","$291,620,020.00","$671,633,217.00",Precious Metals,2018-07-26,0.18%,,$0.00,,,0.00%,0.0,0.16,1.0,100.00%,40%,28%,1099,$28.98,$31.00,,,51.35,,A,,,B+,,0.0,,,,,,Commodity,Other
GLTR,abrdn Physical Precious Metals Basket Shares ETF,Commodity,"$1,255,380,000",9.92%,"46,861",$120.69,0.17%,No,False,-6.31%,-0.78%,18.14%,8.07%,9.16%,"$97,741,675.00","-$2,780,100.00","$47,069,175.00","$51,852,000.00","-$133,267,650.00","$396,788,750.00",Precious Metals,2010-10-22,0.60%,Charles Schwab,$0.00,,,0.00%,0.0,0.27,1.0,100.00%,40%,28%,1099,$120.92,$130.33,,,43.67,B,B-,B+,B,A-,A-,0.0,,,,,,Commodity,Other
DBC,Invesco DB Commodity Index Tracking Fund,Commodity,"$1,216,730,000",-5.71%,"1,497,890",$20.16,-2.23%,No,False,-10.44%,-8.15%,-10.56%,-5.30%,14.15%,"-$20,727,000.00","-$26,559,200.00","-$23,983,400.00","-$353,470,400.00","-$2,365,847,550.00","-$686,355,350.10",Commodities,2006-02-03,0.87%,2 Platforms,$1.12,2024-12-23,$1.12,5.54%,0.0,0.54,4.0,99.99%,28%,28%,K-1,$20.81,$23.08,$19.88,$20.65,27.28,A,C+,A-,B+,A,A,0.0,,,,,,Commodity,Other
BAR,GraniteShares Gold Trust,Commodity,"$1,014,270,000",13.71%,"946,685",$29.44,0.34%,No,False,-4.35%,2.54%,27.45%,15.39%,12.30%,"$36,474,200.00","$6,183,800.00","-$4,032,300.00","-$245,513,650.00","-$415,551,700.00","-$304,846,450.00",Precious Metals,2017-08-31,0.17%,,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$28.92,$30.95,,,51.34,B-,A,,B-,B+,,0.0,,,,,,Commodity,Other
PPLT,abrdn Physical Platinum Shares ETF,Commodity,"$961,044,000",1.01%,"202,718",$83.89,0.58%,No,False,-6.87%,-4.78%,-5.55%,-2.33%,3.72%,"-$64,394,600.00","-$25,473,000.00","-$20,905,850.00","$32,970,900.00","-$124,961,750.00","$293,082,850.00",Precious Metals,2010-01-08,0.60%,Charles Schwab,$0.00,,,0.00%,0.0,0.62,1.0,100.00%,40%,28%,1099,$84.34,$93.90,,,36.34,B+,C+,A,A,C,B+,0.0,,,,,,Commodity,Other
USO,United States Oil Fund LP,Commodity,"$955,348,000",-16.16%,"3,142,739",$63.34,-4.00%,No,False,-17.83%,-12.14%,-22.94%,-4.67%,9.24%,"$16,456,800.00","$123,267,200.00","$132,588,300.00","-$225,334,900.00","-$2,233,996,000.00","-$3,686,536,199.24",Oil & Gas,2006-04-10,0.60%,,$0.00,,,0.00%,0.0,0.93,1.0,100.00%,28%,28%,K-1,$66.19,$79.63,$61.79,$65.85,29.81,A+,A-,B-,C+,C,B+,0.0,,,,,,Commodity,Other
GSG,iShares S&P GSCI Commodity-Indexed Trust,Commodity,"$883,571,000",-7.26%,"649,108",$20.19,-2.13%,No,False,-11.33%,-8.48%,-11.45%,-3.34%,15.27%,"-$34,334,430.00","-$74,365,745.00","-$72,161,315.00","-$85,758,005.00","-$1,060,562,620.00","-$503,884,080.00",Commodities,2006-07-10,0.75%,,$0.00,,,0.00%,0.0,0.66,1.0,0.00%,28%,28%,K-1,$20.86,$23.37,$19.91,$20.69,27.89,A,B-,A,B-,C,A-,0.0,,,,,,Commodity,Other
DBA,Invesco DB Agriculture Fund,Commodity,"$786,955,000",-4.96%,"387,923",$25.27,-0.79%,No,False,-6.16%,-4.64%,5.71%,7.88%,14.77%,"$33,631,100.00","-$9,154,700.00","-$18,534,650.00","-$47,300,200.00","-$1,136,816,000.00","$153,802,539.56",Agricultural Commodities,2007-01-05,0.93%,,$1.08,2024-12-23,$1.08,4.24%,0.0,0.18,3.0,100.01%,28%,28%,K-1,$25.78,$27.36,$25.08,$25.64,34.13,A+,C,B,A+,A-,A+,0.0,,,,,,Commodity,Other
DJP,iPath Bloomberg Commodity Index Total Return ETN,Commodity,"$551,267,000",-1.06%,"86,752",$31.75,-1.67%,No,False,-10.23%,-8.21%,-2.23%,-5.24%,13.23%,"$16,560,562.99","$1,014,020.07","$6,584,294.94","$50,386,369.14","-$459,381,428.94","-$232,950,822.91",Commodities,2006-06-06,0.70%,TD Ameritrade,$0.00,,,0.00%,0.0,0.51,19.0,73.26%,40%,20%,1099,$32.75,$36.32,$31.29,$32.53,28.08,A-,B,B-,A-,B-,,0.0,,,,,,Commodity,Other
AGQ,ProShares Ultra Silver,Commodity,"$543,537,000",-0.92%,"2,166,376",$33.36,-0.39%,No,2x,-26.06%,-19.60%,-6.45%,-3.99%,9.22%,"-$15,265,815.29","$32,014,482.27","$36,441,717.33","$96,642,100.34","$51,790,946.95","$380,368,912.76",Leveraged Commodities,2008-12-01,0.95%,,$0.00,,,0.00%,0.0,1.15,1.0,100.00%,28%,28%,K-1,$34.52,$51.38,,,34.79,A,B+,C+,B+,B-,A,0.0,,,,,,Commodity,Other
KOLD,ProShares UltraShort Bloomberg Natural Gas,Commodity,"$543,504,000",-38.37%,"8,456,304",$26.34,7.73%,Yes,-2x,24.01%,47.23%,-62.03%,2.28%,-43.59%,"$520,534,481.78","-$139,801,223.82","-$263,042,544.90","$734,252,609.97","$341,320,144.28","$919,645,223.38",Inverse Equities,2011-10-04,0.95%,,$0.00,,,0.00%,0.0,-1.21,1.0,100.00%,28%,28%,K-1,$17.97,$23.97,$23.70,$27.87,54.32,B,B+,B,B-,,C,0.0,,,,,,Commodity,Other
CERY,SPDR Bloomberg Enhanced Roll Yield Commodity Strategy No K-1 ETF,,"$534,957,000",-2.88%,"278,897",$25.14,-1.64%,No,False,-9.57%,-6.26%,,,,"$379,369,616.08","$153,741,074.54","$186,369,408.26","$563,172,771.12","$563,172,771.12","$563,172,771.12",,2024-09-04,0.28%,,$0.14,2024-12-27,$0.14,0.53%,,,2.0,100.00%,40%,20%,1099,$25.85,$28.36,$24.84,$25.67,27.77,,,,,,,0.0,,,,,,,Other
CMDT,PIMCO Commodity Strategy Active Exchange-Traded Fund,Commodity,"$403,920,000",-3.21%,"210,613",$24.25,-1.10%,No,False,-9.07%,-6.63%,-4.76%,,,"$93,012,000.00","-$1,981,000.00","$23,598,500.00","$201,915,750.00","$424,539,500.00","$424,539,500.00",Commodities,2023-05-09,0.65%,,$2.15,2025-04-01,$0.20,8.78%,0.0,0.27,190.0,37.90%,40%,20%,K-1,$24.82,$27.35,$23.93,$24.76,27.59,C+,B,B+,B+,B+,,0.0,,,,,,Commodity,Other
UGL,ProShares Ultra Gold,Commodity,"$382,207,000",24.18%,"316,990",$116.08,0.57%,No,2x,-9.50%,3.58%,45.41%,20.89%,14.80%,"$23,383,693.63","-$36,787,730.19","-$13,375,329.17","$29,973,167.92","-$92,102,712.28","$108,166,535.54",Leveraged Commodities,2008-12-01,0.95%,,$0.00,,,0.00%,0.0,0.28,1.0,100.00%,28%,28%,K-1,$113.05,$129.79,,,48.71,B+,B+,B-,A,A,A-,0.0,,,,,,Commodity,Other
UCO,ProShares Ultra Bloomberg Crude Oil,Commodity,"$382,100,000",-30.04%,"1,652,211",$19.24,-8.21%,No,2x,-28.90%,-21.41%,-45.40%,-20.78%,7.54%,"-$45,973,924.66","$58,624,922.80","$28,548,399.26","$1,568,119.14","-$835,367,847.33","-$1,499,418,953.73",Leveraged Commodities,2008-11-25,1.43%,,$0.00,,,0.00%,0.0,1.81,1.0,100.00%,28%,28%,K-1,$20.88,$28.66,$18.42,$20.60,28.79,A,B,A-,B+,B,A+,0.0,,,,,,Commodity,Other
UNG,United States Natural Gas Fund LP,Commodity,"$375,575,000",8.74%,"7,999,434",$18.28,-4.14%,No,False,-11.69%,-21.17%,18.62%,-41.10%,-20.41%,"-$530,285,300.00","$1,449,400.00","$10,296,500.00","-$817,328,400.00","$580,669,812.70","$459,964,412.70",Oil & Gas,2007-04-18,1.06%,,$0.00,,,0.00%,0.0,0.49,1.0,100.00%,28%,28%,K-1,$19.29,$22.62,$17.67,$19.34,41.42,A,C,A,C,C+,A-,0.0,,,,,,Commodity,Other
PALL,abrdn Physical Palladium Shares ETF,Commodity,"$317,913,000",-0.66%,"138,389",$82.97,-0.06%,No,False,-8.12%,-4.59%,-14.07%,-26.50%,-16.57%,"-$38,335,137.50","-$28,390,837.50","$12,311,137.50","$142,067,012.50","$147,978,187.50","$320,321,637.50",Precious Metals,2010-01-06,0.60%,Charles Schwab,$0.00,,,0.00%,0.0,0.15,1.0,100.00%,40%,28%,1099,$83.46,$91.56,,,37.9,A-,B-,A+,B-,B,B+,0.0,,,,,,Commodity,Other
HGER,Harbor Commodity All-Weather Strategy ETF,Commodity,"$287,152,000",-0.02%,"174,402",$22.13,-1.43%,No,False,-8.29%,-3.74%,-1.00%,2.73%,,"$24,560,500.00","-$20,108,000.00","-$4,836,250.00","$154,199,750.00","$253,131,250.00","$288,262,750.00",Commodities,2022-02-09,0.68%,,$0.73,2024-12-20,$0.73,3.28%,0.0,0.39,7.0,99.99%,40%,20%,1099,$22.57,$24.39,$21.95,$22.49,33.18,B-,B,,,,,0.0,,,,,,Commodity,Other
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,Commodity,"$284,005,000",-0.94%,"54,894",$47.13,-1.59%,No,False,-9.21%,-7.32%,-1.03%,-4.87%,11.03%,"$10,676,725.00","$855,200.00","$3,394,060.00","$56,405,545.00","$12,276,525.00","$301,155,385.00",Commodities,2018-04-03,0.28%,,$2.01,2024-12-17,$2.01,4.21%,3.31,0.38,1.0,0.00%,40%,20%,1099,$48.49,$53.36,$46.57,$48.07,27.13,B,A,,,A,,0.0,,,,,,Commodity,Other
BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,Commodity,"$229,059,000",-1.28%,"75,018",$30.93,-1.75%,No,False,-9.32%,-7.51%,-1.76%,-3.29%,14.21%,"-$4,541,815.00","-$1,366,270.00","$8,764,965.00","$21,031,537.57","$49,200,782.57","$254,326,002.57",Commodities,2017-03-30,0.30%,,$1.13,2024-12-19,$1.13,3.59%,0.0,0.41,23.0,59.10%,40%,20%,1099,$31.90,$35.05,$30.58,$31.56,27.2,B+,A,,,A-,,0.0,,,,,,Commodity,Other
COM,Direxion Auspice Broad Commodity Strategy ETF,Commodity,"$221,544,000",-1.59%,"68,334",$27.63,-0.43%,No,False,-5.88%,-3.06%,-2.56%,-1.54%,10.90%,"-$32,732,200.00","-$7,033,850.00","-$12,880,250.00","-$26,731,200.00","-$115,839,350.00","$199,967,600.00",Commodities,2017-03-30,0.72%,,$1.07,2025-03-25,$0.25,3.86%,0.0,0.19,1.0,67.38%,40%,20%,1099,$27.93,$29.80,$27.45,$27.90,32.07,B+,C+,,,B+,,0.0,,,,,,Commodity,Other
USCI,United States Commodity Index Fund,Commodity,"$219,734,000",-1.15%,"28,963",$65.22,-1.82%,No,False,-10.83%,-6.41%,4.01%,5.56%,20.31%,"$27,988,850.00",$0.00,"$7,150,600.00","$31,095,600.00","-$147,727,100.00","-$77,744,250.00",Commodities,2010-08-10,1.07%,Charles Schwab,$0.00,,,0.00%,0.03,0.43,2.0,100.00%,28%,28%,K-1,$67.07,$74.29,$64.51,$66.44,33.12,B,C,B,A+,C+,B+,0.0,,,,,,Commodity,Other
NBCM,Neuberger Berman Commodity Strategy ETF,Commodity,"$206,632,000",-2.44%,"47,223",$20.41,-1.92%,No,False,-10.33%,-7.19%,-3.98%,,,"$21,949,975.00","-$1,036,990.00","$13,491,250.00","-$50,254,152.50","$28,220,982.50","$28,220,982.50",Commodities,2022-10-24,0.65%,,$1.09,2024-12-18,$1.09,5.17%,0.0,0.81,113.0,43.79%,40%,20%,1099,$21.04,$23.37,$20.22,$20.79,27.39,A-,B,,B,B+,,0.0,,,,,,Commodity,Other
BOIL,ProShares Ultra Bloomberg Natural Gas,Commodity,"$190,828,000",8.47%,"2,468,535",$60.55,-8.24%,No,2x,-23.07%,-39.64%,-14.78%,-79.67%,-59.35%,"-$286,568,669.62","$14,147,246.16","$12,354,777.36","$1,556,327,553.86","$4,686,074,249.56","$4,832,051,375.60",Leveraged Commodities,2011-10-04,0.95%,,$0.00,,,0.00%,0.0,0.88,1.0,100.00%,28%,28%,K-1,$67.67,$94.53,$56.42,$67.86,40.42,A-,B+,B,B-,,C+,0.0,,,,,,Commodity,Other
FGDL,Franklin Responsibly Sourced Gold ETF,Commodity,"$184,929,000",13.99%,"91,784",$40.00,0.98%,No,False,-3.78%,2.59%,28.11%,,,"$59,115,150.00","$4,433,900.00","$24,553,150.00","$94,678,450.00","$138,469,550.00","$138,469,550.00",Commodities,2022-06-30,0.15%,,$0.00,,,0.00%,,,1.0,100.00%,40%,28%,1099,$39.23,$41.96,,,51.56,A-,A+,,B,C+,,0.0,,,,,,Commodity,Other
IGLD,FT Vest Gold Strategy Target Income ETF,Commodity,"$181,801,000",8.63%,"104,042",$20.02,1.47%,No,False,-3.80%,0.74%,20.65%,9.57%,,"$45,145,600.00","$19,684,950.00","$34,952,800.00","$94,404,900.00","$145,297,950.00","$185,982,700.00",Precious Metals,2021-03-02,0.85%,,$3.87,2025-04-01,$0.13,19.35%,0.0,0.21,4.0,100.01%,40%,20%,1099,$19.83,$20.87,$19.84,$20.23,49.46,,C+,,,,,5.86,50.61%,33.08%,1.57,0.00%,0.00%,Commodity,Other
DBP,Invesco DB Precious Metals Fund,Commodity,"$172,195,000",9.73%,"26,010",$66.64,0.03%,No,False,-6.58%,-0.35%,21.86%,12.29%,10.99%,"$3,411,300.00","-$17,587,700.00","$3,251,150.00","-$3,345,000.00","-$372,550.00","-$37,314,319.05",Precious Metals,2007-01-05,0.77%,,$2.56,2024-12-23,$2.56,3.87%,0.0,0.25,4.0,100.00%,28%,28%,K-1,$66.71,$71.98,,,44.21,B+,C,B-,B,A,A+,0.0,,,,,,Commodity,Other
DBO,Invesco DB Oil Fund,Commodity,"$169,695,000",-15.51%,"359,073",$12.09,-4.05%,No,False,-15.63%,-11.17%,-20.99%,-8.91%,16.28%,"-$20,791,150.00","-$8,280,800.00","-$2,759,500.00","-$42,949,400.00","-$254,209,300.00","-$562,785,628.47",Oil & Gas,2007-01-05,0.77%,TD Ameritrade,$0.67,2024-12-23,$0.67,5.33%,0.0,0.9,3.0,100.00%,28%,28%,K-1,$12.61,$14.77,$11.83,$12.51,29.87,A,B,B-,B,A,A-,0.0,,,,,,Commodity,Other
KRBN,KraneShares Global Carbon Strategy ETF,Commodity,"$154,974,000",-9.79%,"48,481",$26.44,1.11%,No,False,-7.52%,-5.67%,-8.04%,-7.89%,,"-$27,192,541.04","-$6,613,707.07","-$6,617,905.98","-$123,201,555.26","-$934,067,380.59","$185,567,917.79",Commodities,2020-07-30,0.85%,,$2.08,2024-12-17,$2.08,7.86%,0.0,0.65,4.0,99.99%,40%,20%,1099,$26.57,$29.95,$26.18,$26.66,36.4,A-,B-,,,B-,,0.0,,,,,,Commodity,Other
CPER,United States Copper Index Fund,Commodity,"$149,756,000",2.23%,"181,147",$25.72,-3.60%,No,False,-18.40%,-12.75%,-4.32%,-3.53%,12.71%,"$3,520,850.00","-$17,931,850.00","$2,164,650.00","-$13,778,250.00","-$92,569,850.00","$135,731,100.00",Metals,2011-11-15,0.97%,,$0.00,,,0.00%,0.0,0.73,1.0,100.00%,28%,28%,K-1,$27.22,$34.38,$25.29,$26.52,30.47,B,A,B+,B+,,A-,0.0,,,,,,Commodity,Other
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,Commodity,"$147,610,000",-0.93%,"154,832",$19.24,-1.99%,No,False,-10.77%,-6.43%,4.86%,6.32%,21.78%,"$120,998,175.00","$8,288,425.00","$25,626,475.00","$136,331,050.00","$144,578,025.00","$147,413,825.00",Commodities,2018-05-03,0.64%,,$1.15,2024-12-27,$1.15,5.86%,0.0,0.41,1.0,55.24%,40%,20%,1099,$19.83,$21.86,$18.91,$19.80,33.25,C,B,,,B+,,0.0,,,,,,Commodity,Other
DGP,DB Gold Double Long Exchange Traded Notes,Commodity,"$137,861,000",23.08%,"15,632",$82.09,-0.94%,No,2x,-9.59%,2.74%,49.58%,23.57%,17.96%,$0.00,$0.00,$0.00,"-$7,901,609.64","-$23,555,410.82","-$61,698,611.35",Leveraged Commodities,2008-02-27,0.75%,,$0.00,,,0.00%,0.0,0.36,1.0,100.00%,40%,20%,1099,$80.53,$91.86,,,47.75,B+,A-,B-,A,B,,0.0,,,,,,Commodity,Other
GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodity,"$126,288,000",-5.44%,"56,600",$17.80,-1.82%,No,False,-9.92%,-7.17%,-3.52%,-2.55%,11.89%,"$4,581,100.00","-$11,811,150.00","-$12,747,850.00","$2,303,120.00","-$125,581,180.00","$67,655,138.40",Commodities,2008-01-24,0.55%,,$0.66,2024-12-26,$0.22,3.58%,0.0,0.45,5.0,100.00%,40%,20%,1099,$18.36,$20.24,$17.64,$18.12,28.96,B+,A-,B-,A,C,A+,0.0,,,,,,Commodity,Other
WEAT,Teucrium Wheat Fund,Commodity,"$122,354,000",-3.11%,"1,126,674",$4.67,0.21%,No,False,-1.06%,-2.91%,-14.47%,-23.05%,-3.63%,"$3,956,500.00","$7,588,750.00","$6,249,500.00","-$7,006,250.00","-$186,992,000.00","$249,835,750.00",Agricultural Commodities,2011-09-19,2.80%,,$0.00,,,0.00%,0.0,-0.09,1.0,100.00%,28%,28%,K-1,$4.54,$5.02,,,41.57,A-,C,B-,C+,,C+,0.0,,,,,,Commodity,Other
SCO,ProShares UltraShort Bloomberg Crude Oil,Commodity,"$121,158,000",35.34%,"1,625,818",$22.90,8.79%,Yes,-2x,36.63%,22.85%,52.67%,-6.76%,-45.89%,"-$47,571,326.77","-$94,123,226.49","-$92,648,227.08","-$165,343,567.41","-$328,485,571.61","$206,923,280.28",Inverse Commodities,2008-11-24,0.95%,,$0.00,,,0.00%,0.0,-2.62,1.0,100.00%,28%,28%,K-1,$15.57,$21.18,$21.47,$23.75,72.67,A,B,B-,B+,A+,A,0.0,,,,,,Commodity,Other
DBB,Invesco DB Base Metals Fund,Commodity,"$109,307,000",-8.59%,"84,418",$17.23,-2.27%,No,False,-9.51%,-12.05%,-6.10%,-8.63%,9.69%,"$4,436,800.00","-$4,488,300.00","-$1,533,800.00","-$7,475,200.00","-$404,569,900.00","-$7,052,901.35",Metals,2007-01-05,0.77%,,$0.90,2024-12-23,$0.90,5.08%,0.0,0.68,3.0,100.00%,28%,28%,K-1,$17.68,$20.87,$17.00,$17.58,22.99,A+,C,A-,A+,A-,A,0.0,,,,,,Commodity,Other
KCCA,KraneShares California Carbon Allowance Strategy ETF,Commodity,"$105,821,000",-17.33%,"52,468",$16.22,0.43%,No,False,-2.35%,-9.23%,-25.21%,-6.60%,,"$6,620,115.63","-$5,894.06","$1,957.80","-$52,167,025.46","$42,911,108.21","$186,241,650.48",Commodities,2021-10-05,0.87%,,$6.00,2024-12-17,$0.97,36.99%,0.0,0.18,4.0,99.99%,40%,20%,1099,$15.94,$17.17,$15.97,$16.50,41.74,B,C+,,,B,,0.0,,,,,,Commodity,Other
